system:index,.geo
341,"{""type"":""Point"",""coordinates"":[-110.54500764112522,38.575813031736025]}"
342,"{""type"":""Point"",""coordinates"":[-110.35282235030719,39.175269271265506]}"
343,"{""type"":""Point"",""coordinates"":[-106.03361443783838,39.17620871595413]}"
344,"{""type"":""Point"",""coordinates"":[-109.59731102156314,37.04275916100922]}"
345,"{""type"":""Point"",""coordinates"":[-106.3456596907629,36.05518597189304]}"
346,"{""type"":""Point"",""coordinates"":[-113.27644953227299,46.54455144469004]}"
347,"{""type"":""Point"",""coordinates"":[-107.33600814333569,40.59203643263534]}"
348,"{""type"":""Point"",""coordinates"":[-110.00331002423646,41.14785847024433]}"
349,"{""type"":""Point"",""coordinates"":[-109.49148740269045,44.04771124628753]}"
350,"{""type"":""Point"",""coordinates"":[-103.96849306437541,44.484175333054836]}"
351,"{""type"":""Point"",""coordinates"":[-109.41099373483475,48.26262907324745]}"
352,"{""type"":""Point"",""coordinates"":[-111.19547817244924,42.03488471427787]}"
353,"{""type"":""Point"",""coordinates"":[-110.18286564787252,38.54380890316011]}"
354,"{""type"":""Point"",""coordinates"":[-111.34565047060498,44.313166838405394]}"
355,"{""type"":""Point"",""coordinates"":[-108.40205255948189,41.80252572914671]}"
356,"{""type"":""Point"",""coordinates"":[-112.4414507422918,46.873127037318774]}"
357,"{""type"":""Point"",""coordinates"":[-109.31620545141132,38.15708113844881]}"
358,"{""type"":""Point"",""coordinates"":[-104.84056592461424,36.60349691094768]}"
359,"{""type"":""Point"",""coordinates"":[-105.99968346550932,40.56746227965794]}"
360,"{""type"":""Point"",""coordinates"":[-110.5938440763986,43.99430318899511]}"
361,"{""type"":""Point"",""coordinates"":[-111.90157484473482,44.95620243369258]}"
362,"{""type"":""Point"",""coordinates"":[-115.97673250146708,46.85662520547692]}"
363,"{""type"":""Point"",""coordinates"":[-110.58142385949586,43.105077600963746]}"
364,"{""type"":""Point"",""coordinates"":[-109.47764479115529,40.10220547183085]}"
365,"{""type"":""Point"",""coordinates"":[-115.12678788297443,47.19956877452103]}"
366,"{""type"":""Point"",""coordinates"":[-105.20368583821524,40.82498824259543]}"
367,"{""type"":""Point"",""coordinates"":[-109.72879718134048,39.14691805266417]}"
368,"{""type"":""Point"",""coordinates"":[-115.83698406627869,47.82101246544935]}"
369,"{""type"":""Point"",""coordinates"":[-110.38567790392868,44.8458996278689]}"
370,"{""type"":""Point"",""coordinates"":[-105.36901758927557,39.005115960279966]}"
371,"{""type"":""Point"",""coordinates"":[-112.55724631611288,46.337836733308485]}"
372,"{""type"":""Point"",""coordinates"":[-107.8407481461317,39.97939747032386]}"
373,"{""type"":""Point"",""coordinates"":[-105.89505041003747,39.42224471762246]}"
374,"{""type"":""Point"",""coordinates"":[-116.75670580723026,46.6502519662804]}"
375,"{""type"":""Point"",""coordinates"":[-114.39694811695718,47.65388552473373]}"
376,"{""type"":""Point"",""coordinates"":[-110.30138669770284,39.202164407266565]}"
377,"{""type"":""Point"",""coordinates"":[-108.40937992915708,40.74904035780054]}"
378,"{""type"":""Point"",""coordinates"":[-107.47460525963416,39.43394312871792]}"
379,"{""type"":""Point"",""coordinates"":[-107.25567002231521,40.87317666511934]}"
380,"{""type"":""Point"",""coordinates"":[-107.77474685601699,44.623089980650406]}"
381,"{""type"":""Point"",""coordinates"":[-107.92853421308781,38.205307923686]}"
382,"{""type"":""Point"",""coordinates"":[-106.98068944454768,42.93883697100734]}"
383,"{""type"":""Point"",""coordinates"":[-115.48042568778719,48.97496243795915]}"
384,"{""type"":""Point"",""coordinates"":[-109.43946772570698,44.43595275614198]}"
385,"{""type"":""Point"",""coordinates"":[-109.82757466288753,37.12677152988786]}"
386,"{""type"":""Point"",""coordinates"":[-108.50308296885974,42.461968575659995]}"
387,"{""type"":""Point"",""coordinates"":[-107.28492664741431,38.515879604247715]}"
388,"{""type"":""Point"",""coordinates"":[-108.75266449487842,37.60468469225042]}"
389,"{""type"":""Point"",""coordinates"":[-105.61576928446782,39.39027700490095]}"
390,"{""type"":""Point"",""coordinates"":[-110.69118059127355,42.59212088852555]}"
391,"{""type"":""Point"",""coordinates"":[-105.76583091097245,38.07492685009119]}"
392,"{""type"":""Point"",""coordinates"":[-109.89066664799327,39.66690320161281]}"
393,"{""type"":""Point"",""coordinates"":[-108.2928572126609,42.15678964476523]}"
394,"{""type"":""Point"",""coordinates"":[-112.33914115471195,46.262605948394054]}"
395,"{""type"":""Point"",""coordinates"":[-107.1930848915592,37.599362142630994]}"
396,"{""type"":""Point"",""coordinates"":[-106.82800277309295,38.84120769572541]}"
397,"{""type"":""Point"",""coordinates"":[-106.57038572113021,38.82928971421532]}"
398,"{""type"":""Point"",""coordinates"":[-118.79814011968031,48.85382002431993]}"
399,"{""type"":""Point"",""coordinates"":[-111.65652492868486,45.39579890367493]}"
400,"{""type"":""Point"",""coordinates"":[-114.57146344655435,47.73050676094412]}"
401,"{""type"":""Point"",""coordinates"":[-110.17676443667972,37.26822727338298]}"
402,"{""type"":""Point"",""coordinates"":[-119.15504689568412,48.829088129621105]}"
403,"{""type"":""Point"",""coordinates"":[-110.69257798045749,39.39655462611909]}"
404,"{""type"":""Point"",""coordinates"":[-107.70291862445376,42.463820757809856]}"
405,"{""type"":""Point"",""coordinates"":[-113.01847061862716,45.09448370718035]}"
406,"{""type"":""Point"",""coordinates"":[-109.56185508628509,37.85888256363895]}"
407,"{""type"":""Point"",""coordinates"":[-105.31718188177224,41.076972786561555]}"
408,"{""type"":""Point"",""coordinates"":[-113.92393835377506,44.80649778843746]}"
409,"{""type"":""Point"",""coordinates"":[-107.38315355215873,37.11156313413385]}"
410,"{""type"":""Point"",""coordinates"":[-117.09612796131992,47.510885123591095]}"
411,"{""type"":""Point"",""coordinates"":[-110.4678599850051,42.55294824868665]}"
412,"{""type"":""Point"",""coordinates"":[-116.0339450606309,47.85766427784326]}"
413,"{""type"":""Point"",""coordinates"":[-107.1367606018668,38.9592726151614]}"
414,"{""type"":""Point"",""coordinates"":[-112.42469292343384,44.39083461320517]}"
415,"{""type"":""Point"",""coordinates"":[-108.59780970841949,41.556319547082396]}"
416,"{""type"":""Point"",""coordinates"":[-107.02613295825722,42.74948678743462]}"
417,"{""type"":""Point"",""coordinates"":[-106.04559425315031,39.81366235511161]}"
418,"{""type"":""Point"",""coordinates"":[-113.3816124184722,46.326995344498]}"
419,"{""type"":""Point"",""coordinates"":[-105.27494606016515,39.34094657319377]}"
420,"{""type"":""Point"",""coordinates"":[-117.58807615931723,48.90908130779284]}"
421,"{""type"":""Point"",""coordinates"":[-105.44416799241576,36.87936225753253]}"
422,"{""type"":""Point"",""coordinates"":[-110.40638335089338,43.20930418220832]}"
423,"{""type"":""Point"",""coordinates"":[-110.37864750960576,45.18409390564254]}"
424,"{""type"":""Point"",""coordinates"":[-110.70842194243086,40.214263486466976]}"
425,"{""type"":""Point"",""coordinates"":[-110.65206988007425,43.909665847421614]}"
426,"{""type"":""Point"",""coordinates"":[-110.21079454164645,36.7039720078032]}"
427,"{""type"":""Point"",""coordinates"":[-113.99446935514813,44.70498866350552]}"
428,"{""type"":""Point"",""coordinates"":[-105.40136882584049,36.37789625217054]}"
429,"{""type"":""Point"",""coordinates"":[-107.14008874768206,42.16871388859284]}"
430,"{""type"":""Point"",""coordinates"":[-109.77357064200929,38.47046777631632]}"
431,"{""type"":""Point"",""coordinates"":[-112.76245502967005,44.07002383949716]}"
432,"{""type"":""Point"",""coordinates"":[-109.11107836466037,40.79165733584609]}"
433,"{""type"":""Point"",""coordinates"":[-109.26436574368157,36.98759397552618]}"
434,"{""type"":""Point"",""coordinates"":[-107.16188302492253,42.85507591277677]}"
435,"{""type"":""Point"",""coordinates"":[-109.67561711719124,41.42465912692866]}"
436,"{""type"":""Point"",""coordinates"":[-108.95089009282425,42.78933202308146]}"
437,"{""type"":""Point"",""coordinates"":[-109.2616856535925,43.64710313515891]}"
438,"{""type"":""Point"",""coordinates"":[-114.01028372689763,47.736892672094264]}"
439,"{""type"":""Point"",""coordinates"":[-109.85238537533668,39.988998624687966]}"
440,"{""type"":""Point"",""coordinates"":[-110.12179934817155,46.67279495423907]}"
441,"{""type"":""Point"",""coordinates"":[-110.97778176710501,37.36829412983973]}"
442,"{""type"":""Point"",""coordinates"":[-106.71563177606998,37.962811935336106]}"
443,"{""type"":""Point"",""coordinates"":[-109.38076396258042,43.79035427212804]}"
444,"{""type"":""Point"",""coordinates"":[-107.70613745698711,42.299049456273345]}"
445,"{""type"":""Point"",""coordinates"":[-110.35177493724747,41.20967893713873]}"
446,"{""type"":""Point"",""coordinates"":[-113.1516991230445,46.864702709044096]}"
447,"{""type"":""Point"",""coordinates"":[-105.7234622062311,42.04903688398993]}"
448,"{""type"":""Point"",""coordinates"":[-107.3826334932373,41.94046738070098]}"
449,"{""type"":""Point"",""coordinates"":[-113.382092967561,45.46355187037104]}"
450,"{""type"":""Point"",""coordinates"":[-106.43214241488174,41.536795439523516]}"
451,"{""type"":""Point"",""coordinates"":[-115.04002781343404,47.05329116934667]}"
452,"{""type"":""Point"",""coordinates"":[-110.02473335881369,43.41178785016384]}"
453,"{""type"":""Point"",""coordinates"":[-109.98270921415981,43.789016415628005]}"
454,"{""type"":""Point"",""coordinates"":[-110.66043933868431,41.59139754444049]}"
455,"{""type"":""Point"",""coordinates"":[-109.90237598654898,42.08215218752711]}"
456,"{""type"":""Point"",""coordinates"":[-116.78910073210609,46.83807211841908]}"
457,"{""type"":""Point"",""coordinates"":[-103.6736171342082,43.7335825760677]}"
458,"{""type"":""Point"",""coordinates"":[-106.92572149134898,37.78824136913172]}"
459,"{""type"":""Point"",""coordinates"":[-108.16062654731684,43.238040592174855]}"
460,"{""type"":""Point"",""coordinates"":[-109.76809813887932,39.5676080152966]}"
461,"{""type"":""Point"",""coordinates"":[-108.49537925525411,41.42202759470748]}"
462,"{""type"":""Point"",""coordinates"":[-108.10209114111593,38.57237039159661]}"
463,"{""type"":""Point"",""coordinates"":[-109.05830475827611,38.170241494106236]}"
464,"{""type"":""Point"",""coordinates"":[-105.93475401682484,38.959458384401316]}"
465,"{""type"":""Point"",""coordinates"":[-115.8179414495277,48.422540180744335]}"
466,"{""type"":""Point"",""coordinates"":[-109.99875104350758,39.73599749745187]}"
467,"{""type"":""Point"",""coordinates"":[-110.59395057037558,42.5228341843102]}"
468,"{""type"":""Point"",""coordinates"":[-111.42386034746326,43.480810221988584]}"
469,"{""type"":""Point"",""coordinates"":[-105.40312613233226,38.79856753600793]}"
470,"{""type"":""Point"",""coordinates"":[-107.27242585391059,44.52941408168818]}"
471,"{""type"":""Point"",""coordinates"":[-111.16366370330155,36.92001670271986]}"
472,"{""type"":""Point"",""coordinates"":[-110.37585555947143,42.71963679542005]}"
473,"{""type"":""Point"",""coordinates"":[-106.91317101245502,43.553526230147426]}"
474,"{""type"":""Point"",""coordinates"":[-109.63609759730025,39.074938803640144]}"
475,"{""type"":""Point"",""coordinates"":[-112.64626871723814,46.26720828403984]}"
476,"{""type"":""Point"",""coordinates"":[-110.43029591819986,37.95538296559333]}"
477,"{""type"":""Point"",""coordinates"":[-114.46243324914582,48.292932719077676]}"
478,"{""type"":""Point"",""coordinates"":[-107.60216291922796,43.88238846203561]}"
479,"{""type"":""Point"",""coordinates"":[-108.39256053313841,43.96393530433933]}"
480,"{""type"":""Point"",""coordinates"":[-112.09232684410715,45.535848771351006]}"
481,"{""type"":""Point"",""coordinates"":[-111.4361165314361,44.26691280661176]}"
482,"{""type"":""Point"",""coordinates"":[-107.75197177973484,41.147300592671016]}"
483,"{""type"":""Point"",""coordinates"":[-107.11983815879684,40.70955524949305]}"
484,"{""type"":""Point"",""coordinates"":[-108.66169331960941,44.225577788281974]}"
485,"{""type"":""Point"",""coordinates"":[-110.89166645258288,38.71891583906471]}"
486,"{""type"":""Point"",""coordinates"":[-115.09374394932279,48.3250079892825]}"
487,"{""type"":""Point"",""coordinates"":[-106.9947795602895,38.204556295301295]}"
488,"{""type"":""Point"",""coordinates"":[-116.98046241221411,47.06780078313942]}"
489,"{""type"":""Point"",""coordinates"":[-116.50128641659906,48.14422033194778]}"
490,"{""type"":""Point"",""coordinates"":[-107.773472900348,39.49396697144902]}"
491,"{""type"":""Point"",""coordinates"":[-117.40775234079577,48.2295834415929]}"
492,"{""type"":""Point"",""coordinates"":[-110.03692478705221,43.725544749060454]}"
493,"{""type"":""Point"",""coordinates"":[-110.96721525612702,44.32840448984007]}"
494,"{""type"":""Point"",""coordinates"":[-107.75597464745059,37.37284930033776]}"
495,"{""type"":""Point"",""coordinates"":[-107.05239179953846,37.18327763491366]}"
496,"{""type"":""Point"",""coordinates"":[-105.74520207083154,35.772102168065075]}"
497,"{""type"":""Point"",""coordinates"":[-107.25359855565321,43.444017636146995]}"
498,"{""type"":""Point"",""coordinates"":[-108.19546366096964,42.89608401804161]}"
499,"{""type"":""Point"",""coordinates"":[-113.88731285198973,44.01369632992451]}"
500,"{""type"":""Point"",""coordinates"":[-105.56036030376247,39.27792711559319]}"
501,"{""type"":""Point"",""coordinates"":[-118.4858014204177,48.60320160547506]}"
502,"{""type"":""Point"",""coordinates"":[-113.16176677532039,45.561635826803645]}"
503,"{""type"":""Point"",""coordinates"":[-115.80917529432959,48.86143370091331]}"
504,"{""type"":""Point"",""coordinates"":[-109.38684756805267,42.05904583855507]}"
505,"{""type"":""Point"",""coordinates"":[-117.90277519412635,48.500575513722055]}"
506,"{""type"":""Point"",""coordinates"":[-110.63149199865772,39.611683929821304]}"
507,"{""type"":""Point"",""coordinates"":[-118.5008591729151,47.955162115487234]}"
508,"{""type"":""Point"",""coordinates"":[-112.25543194370576,36.98999765544186]}"
509,"{""type"":""Point"",""coordinates"":[-107.16297764306944,44.087658019669476]}"
510,"{""type"":""Point"",""coordinates"":[-106.9252206250119,38.22598063671802]}"
511,"{""type"":""Point"",""coordinates"":[-105.53108402790694,35.9252061861131]}"
512,"{""type"":""Point"",""coordinates"":[-109.52449647060749,43.6625889634641]}"
513,"{""type"":""Point"",""coordinates"":[-110.676537166342,38.058833089356376]}"
514,"{""type"":""Point"",""coordinates"":[-115.87110474591915,48.99098514016797]}"
515,"{""type"":""Point"",""coordinates"":[-113.25369408094241,45.699902309434115]}"
516,"{""type"":""Point"",""coordinates"":[-105.75072824426194,40.7528841727727]}"
517,"{""type"":""Point"",""coordinates"":[-109.13989679985073,38.37711052088287]}"
518,"{""type"":""Point"",""coordinates"":[-106.31869896853242,39.16894620070549]}"
519,"{""type"":""Point"",""coordinates"":[-104.71395070425356,37.22362235676495]}"
520,"{""type"":""Point"",""coordinates"":[-105.08865967944615,36.45778253706808]}"
521,"{""type"":""Point"",""coordinates"":[-111.11329272436772,42.201892577777954]}"
522,"{""type"":""Point"",""coordinates"":[-106.57099930726784,38.56854200993438]}"
523,"{""type"":""Point"",""coordinates"":[-115.60346957924942,47.660918549084656]}"
524,"{""type"":""Point"",""coordinates"":[-105.30423207435014,40.17611905352972]}"
525,"{""type"":""Point"",""coordinates"":[-116.4894472774832,48.17363300626911]}"
526,"{""type"":""Point"",""coordinates"":[-112.14506733481451,46.508239999292485]}"
527,"{""type"":""Point"",""coordinates"":[-109.74382139025055,43.62024820195905]}"
528,"{""type"":""Point"",""coordinates"":[-115.97484932495333,47.72109425645927]}"
529,"{""type"":""Point"",""coordinates"":[-110.25092770273572,37.2417936190063]}"
530,"{""type"":""Point"",""coordinates"":[-111.1036479028566,45.32477996866707]}"
531,"{""type"":""Point"",""coordinates"":[-115.7437864349385,48.9786132314266]}"
532,"{""type"":""Point"",""coordinates"":[-110.8827821121858,44.86258852266756]}"
533,"{""type"":""Point"",""coordinates"":[-108.10241726695843,44.12937694190689]}"
534,"{""type"":""Point"",""coordinates"":[-111.34677720953937,38.36206746878236]}"
535,"{""type"":""Point"",""coordinates"":[-112.63407254131677,44.351946857315134]}"
536,"{""type"":""Point"",""coordinates"":[-111.036863706139,38.06920226569735]}"
537,"{""type"":""Point"",""coordinates"":[-107.22061287260287,37.89884027862042]}"
538,"{""type"":""Point"",""coordinates"":[-105.75985016880593,39.28624334178218]}"
539,"{""type"":""Point"",""coordinates"":[-108.36226133542355,43.019739487877246]}"
540,"{""type"":""Point"",""coordinates"":[-109.47707001375943,40.023276151150554]}"
541,"{""type"":""Point"",""coordinates"":[-106.64630127646974,41.56918506213167]}"
542,"{""type"":""Point"",""coordinates"":[-113.96275885085781,45.43809609055005]}"
543,"{""type"":""Point"",""coordinates"":[-107.36529744206787,37.819558118015]}"
